vdd	V(vce)	I(Rc)
Step Information: Vinput=0  (Run: 1/6)
4.829999999999942e+000	4.613335e+000	1.083324e-003
4.839999999999941e+000	4.623302e+000	1.083488e-003
4.849999999999941e+000	4.633269e+000	1.083653e-003
4.859999999999941e+000	4.643237e+000	1.083817e-003
4.869999999999941e+000	4.653204e+000	1.083981e-003
4.879999999999940e+000	4.663171e+000	1.084146e-003
4.889999999999940e+000	4.673138e+000	1.084310e-003
4.899999999999940e+000	4.683105e+000	1.084474e-003
4.909999999999940e+000	4.693072e+000	1.084639e-003
4.919999999999940e+000	4.703039e+000	1.084803e-003
4.929999999999939e+000	4.713006e+000	1.084967e-003
4.939999999999939e+000	4.722974e+000	1.085132e-003
4.949999999999939e+000	4.732941e+000	1.085296e-003
4.959999999999939e+000	4.742908e+000	1.085460e-003
4.969999999999939e+000	4.752875e+000	1.085625e-003
4.979999999999938e+000	4.762842e+000	1.085789e-003
4.989999999999938e+000	4.772810e+000	1.085954e-003
4.999999999999938e+000	4.782776e+000	1.086118e-003
5.009999999999938e+000	4.792744e+000	1.086282e-003
5.019999999999937e+000	4.802711e+000	1.086447e-003
5.029999999999937e+000	4.812678e+000	1.086611e-003
5.039999999999937e+000	4.822645e+000	1.086775e-003
5.049999999999937e+000	4.832612e+000	1.086940e-003
5.059999999999937e+000	4.842579e+000	1.087104e-003
5.069999999999936e+000	4.852546e+000	1.087268e-003
5.079999999999936e+000	4.862514e+000	1.087433e-003
5.089999999999936e+000	4.872480e+000	1.087597e-003
5.099999999999936e+000	4.882448e+000	1.087761e-003
5.109999999999936e+000	4.892415e+000	1.087926e-003
5.119999999999935e+000	4.902382e+000	1.088090e-003
5.129999999999935e+000	4.912349e+000	1.088254e-003
5.139999999999935e+000	4.922316e+000	1.088419e-003
5.149999999999935e+000	4.932283e+000	1.088583e-003
5.159999999999934e+000	4.942251e+000	1.088747e-003
5.169999999999934e+000	4.952218e+000	1.088912e-003
5.179999999999934e+000	4.962185e+000	1.089076e-003
5.189999999999934e+000	4.972152e+000	1.089240e-003
5.199999999999934e+000	4.982119e+000	1.089405e-003
5.209999999999933e+000	4.992086e+000	1.089569e-003
5.219999999999933e+000	5.002053e+000	1.089733e-003
5.229999999999933e+000	5.012021e+000	1.089898e-003
5.239999999999933e+000	5.021987e+000	1.090062e-003
5.249999999999933e+000	5.031955e+000	1.090226e-003
5.259999999999932e+000	5.041922e+000	1.090391e-003
5.269999999999932e+000	5.051889e+000	1.090555e-003
5.279999999999932e+000	5.061856e+000	1.090720e-003
5.289999999999932e+000	5.071823e+000	1.090884e-003
5.299999999999931e+000	5.081790e+000	1.091048e-003
5.309999999999931e+000	5.091757e+000	1.091213e-003
5.319999999999931e+000	5.101725e+000	1.091377e-003
5.329999999999931e+000	5.111692e+000	1.091541e-003
5.339999999999931e+000	5.121659e+000	1.091706e-003
5.349999999999930e+000	5.131626e+000	1.091870e-003
5.359999999999930e+000	5.141593e+000	1.092034e-003
5.369999999999930e+000	5.151560e+000	1.092199e-003
5.379999999999930e+000	5.161528e+000	1.092363e-003
5.389999999999930e+000	5.171494e+000	1.092527e-003
5.399999999999929e+000	5.181462e+000	1.092692e-003
5.409999999999929e+000	5.191429e+000	1.092856e-003
5.419999999999929e+000	5.201396e+000	1.093020e-003
5.429999999999929e+000	5.211363e+000	1.093185e-003
5.439999999999928e+000	5.221330e+000	1.093349e-003
5.449999999999928e+000	5.231297e+000	1.093513e-003
5.459999999999928e+000	5.241264e+000	1.093678e-003
5.469999999999928e+000	5.251232e+000	1.093842e-003
5.479999999999928e+000	5.261199e+000	1.094006e-003
5.489999999999927e+000	5.271166e+000	1.094171e-003
5.499999999999927e+000	5.281133e+000	1.094335e-003
5.509999999999927e+000	5.291100e+000	1.094499e-003
5.519999999999927e+000	5.301067e+000	1.094664e-003
5.529999999999927e+000	5.311034e+000	1.094828e-003
5.539999999999926e+000	5.321002e+000	1.094993e-003
5.549999999999926e+000	5.330969e+000	1.095157e-003
5.559999999999926e+000	5.340936e+000	1.095321e-003
5.569999999999926e+000	5.350903e+000	1.095486e-003
5.579999999999926e+000	5.360870e+000	1.095650e-003
5.589999999999925e+000	5.370837e+000	1.095814e-003
5.599999999999925e+000	5.380804e+000	1.095979e-003
5.609999999999925e+000	5.390771e+000	1.096143e-003
5.619999999999925e+000	5.400739e+000	1.096307e-003
5.629999999999924e+000	5.410706e+000	1.096472e-003
5.639999999999924e+000	5.420673e+000	1.096636e-003
5.649999999999924e+000	5.430640e+000	1.096800e-003
5.659999999999924e+000	5.440607e+000	1.096965e-003
5.669999999999924e+000	5.450574e+000	1.097129e-003
5.679999999999923e+000	5.460541e+000	1.097293e-003
5.689999999999923e+000	5.470509e+000	1.097458e-003
5.699999999999923e+000	5.480475e+000	1.097622e-003
5.709999999999923e+000	5.490443e+000	1.097786e-003
5.719999999999923e+000	5.500410e+000	1.097951e-003
5.729999999999922e+000	5.510377e+000	1.098115e-003
5.739999999999922e+000	5.520344e+000	1.098279e-003
5.749999999999922e+000	5.530311e+000	1.098444e-003
5.759999999999922e+000	5.540278e+000	1.098608e-003
5.769999999999921e+000	5.550245e+000	1.098772e-003
5.779999999999921e+000	5.560213e+000	1.098937e-003
5.789999999999921e+000	5.570180e+000	1.099101e-003
5.799999999999921e+000	5.580147e+000	1.099265e-003
5.809999999999921e+000	5.590114e+000	1.099430e-003
5.819999999999920e+000	5.600081e+000	1.099594e-003
5.829999999999920e+000	5.610048e+000	1.099758e-003
5.839999999999920e+000	5.620016e+000	1.099923e-003
5.849999999999920e+000	5.629982e+000	1.100087e-003
5.859999999999920e+000	5.639950e+000	1.100251e-003
5.869999999999919e+000	5.649917e+000	1.100416e-003
5.879999999999919e+000	5.659884e+000	1.100580e-003
5.889999999999919e+000	5.669851e+000	1.100744e-003
5.899999999999919e+000	5.679818e+000	1.100909e-003
5.909999999999918e+000	5.689785e+000	1.101073e-003
5.919999999999918e+000	5.699752e+000	1.101237e-003
5.929999999999918e+000	5.709720e+000	1.101402e-003
5.939999999999918e+000	5.719687e+000	1.101566e-003
5.949999999999918e+000	5.729654e+000	1.101731e-003
5.959999999999917e+000	5.739621e+000	1.101895e-003
5.969999999999917e+000	5.749588e+000	1.102059e-003
5.979999999999917e+000	5.759555e+000	1.102224e-003
5.989999999999917e+000	5.769522e+000	1.102388e-003
5.999999999999917e+000	5.779490e+000	1.102552e-003
6.009999999999916e+000	5.789457e+000	1.102717e-003
6.019999999999916e+000	5.799424e+000	1.102881e-003
6.029999999999916e+000	5.809391e+000	1.103045e-003
6.039999999999916e+000	5.819358e+000	1.103210e-003
6.049999999999915e+000	5.829325e+000	1.103374e-003
6.059999999999915e+000	5.839293e+000	1.103538e-003
6.069999999999915e+000	5.849259e+000	1.103703e-003
6.079999999999915e+000	5.859227e+000	1.103867e-003
6.089999999999915e+000	5.869194e+000	1.104031e-003
6.099999999999914e+000	5.879161e+000	1.104196e-003
6.109999999999914e+000	5.889128e+000	1.104360e-003
6.119999999999914e+000	5.899095e+000	1.104524e-003
6.129999999999914e+000	5.909062e+000	1.104689e-003
6.139999999999914e+000	5.919029e+000	1.104853e-003
6.149999999999913e+000	5.928997e+000	1.105017e-003
6.159999999999913e+000	5.938964e+000	1.105182e-003
6.169999999999913e+000	5.948931e+000	1.105346e-003
6.179999999999913e+000	5.958898e+000	1.105510e-003
6.189999999999913e+000	5.968865e+000	1.105675e-003
6.199999999999912e+000	5.978832e+000	1.105839e-003
6.209999999999912e+000	5.988799e+000	1.106003e-003
6.219999999999912e+000	5.998766e+000	1.106168e-003
6.229999999999912e+000	6.008734e+000	1.106332e-003
6.239999999999911e+000	6.018701e+000	1.106496e-003
6.249999999999911e+000	6.028668e+000	1.106661e-003
6.259999999999911e+000	6.038635e+000	1.106825e-003
6.269999999999911e+000	6.048602e+000	1.106989e-003
6.279999999999911e+000	6.058569e+000	1.107154e-003
6.289999999999910e+000	6.068536e+000	1.107318e-003
6.299999999999910e+000	6.078504e+000	1.107482e-003
6.309999999999910e+000	6.088470e+000	1.107647e-003
6.319999999999910e+000	6.098438e+000	1.107811e-003
6.329999999999910e+000	6.108405e+000	1.107975e-003
6.339999999999909e+000	6.118372e+000	1.108140e-003
6.349999999999909e+000	6.128339e+000	1.108304e-003
6.359999999999909e+000	6.138306e+000	1.108469e-003
6.369999999999909e+000	6.148273e+000	1.108633e-003
6.379999999999908e+000	6.158241e+000	1.108797e-003
6.389999999999908e+000	6.168208e+000	1.108962e-003
6.399999999999908e+000	6.178175e+000	1.109126e-003
6.409999999999908e+000	6.188142e+000	1.109290e-003
6.419999999999908e+000	6.198109e+000	1.109455e-003
6.429999999999907e+000	6.208076e+000	1.109619e-003
6.439999999999907e+000	6.218043e+000	1.109783e-003
6.449999999999907e+000	6.228011e+000	1.109948e-003
6.459999999999907e+000	6.237978e+000	1.110112e-003
6.469999999999907e+000	6.247945e+000	1.110276e-003
6.479999999999906e+000	6.257912e+000	1.110440e-003
6.489999999999906e+000	6.267879e+000	1.110605e-003
6.499999999999906e+000	6.277846e+000	1.110769e-003
6.509999999999906e+000	6.287813e+000	1.110933e-003
6.519999999999905e+000	6.297781e+000	1.111098e-003
6.529999999999905e+000	6.307747e+000	1.111262e-003
6.539999999999905e+000	6.317715e+000	1.111427e-003
6.549999999999905e+000	6.327682e+000	1.111591e-003
6.559999999999905e+000	6.337649e+000	1.111755e-003
6.569999999999904e+000	6.347616e+000	1.111920e-003
6.579999999999904e+000	6.357583e+000	1.112084e-003
6.589999999999904e+000	6.367550e+000	1.112248e-003
6.599999999999904e+000	6.377518e+000	1.112413e-003
6.609999999999904e+000	6.387485e+000	1.112577e-003
6.619999999999903e+000	6.397452e+000	1.112741e-003
6.629999999999903e+000	6.407419e+000	1.112906e-003
6.639999999999903e+000	6.417386e+000	1.113070e-003
6.649999999999903e+000	6.427353e+000	1.113234e-003
6.659999999999902e+000	6.437320e+000	1.113399e-003
6.669999999999902e+000	6.447288e+000	1.113563e-003
6.679999999999902e+000	6.457254e+000	1.113727e-003
6.689999999999902e+000	6.467222e+000	1.113892e-003
6.699999999999902e+000	6.477189e+000	1.114056e-003
6.709999999999901e+000	6.487156e+000	1.114220e-003
6.719999999999901e+000	6.497123e+000	1.114385e-003
6.729999999999901e+000	6.507090e+000	1.114549e-003
6.739999999999901e+000	6.517057e+000	1.114713e-003
6.749999999999901e+000	6.527024e+000	1.114878e-003
6.759999999999900e+000	6.536992e+000	1.115042e-003
6.769999999999900e+000	6.546959e+000	1.115206e-003
6.779999999999900e+000	6.556926e+000	1.115371e-003
6.789999999999900e+000	6.566893e+000	1.115535e-003
6.799999999999900e+000	6.576860e+000	1.115699e-003
6.809999999999899e+000	6.586827e+000	1.115864e-003
6.819999999999899e+000	6.596795e+000	1.116028e-003
6.829999999999899e+000	6.606761e+000	1.116192e-003
6.839999999999899e+000	6.616729e+000	1.116357e-003
6.849999999999898e+000	6.626696e+000	1.116521e-003
6.859999999999898e+000	6.636663e+000	1.116685e-003
6.869999999999898e+000	6.646630e+000	1.116850e-003
6.879999999999898e+000	6.656597e+000	1.117014e-003
6.889999999999898e+000	6.666564e+000	1.117178e-003
6.899999999999897e+000	6.676531e+000	1.117343e-003
6.909999999999897e+000	6.686499e+000	1.117507e-003
6.919999999999897e+000	6.696466e+000	1.117671e-003
6.929999999999897e+000	6.706433e+000	1.117836e-003
6.939999999999897e+000	6.716400e+000	1.118000e-003
6.949999999999896e+000	6.726367e+000	1.118164e-003
6.959999999999896e+000	6.736334e+000	1.118329e-003
6.969999999999896e+000	6.746301e+000	1.118493e-003
6.979999999999896e+000	6.756269e+000	1.118657e-003
6.989999999999895e+000	6.766236e+000	1.118822e-003
6.999999999999895e+000	6.776203e+000	1.118986e-003
7.009999999999895e+000	6.786170e+000	1.119150e-003
7.019999999999895e+000	6.796137e+000	1.119315e-003
7.029999999999895e+000	6.806104e+000	1.119479e-003
7.039999999999894e+000	6.816072e+000	1.119643e-003
7.049999999999894e+000	6.826038e+000	1.119808e-003
7.059999999999894e+000	6.836006e+000	1.119972e-003
7.069999999999894e+000	6.845973e+000	1.120136e-003
7.079999999999894e+000	6.855940e+000	1.120301e-003
7.089999999999893e+000	6.865907e+000	1.120465e-003
7.099999999999893e+000	6.875874e+000	1.120629e-003
7.109999999999893e+000	6.885841e+000	1.120794e-003
7.119999999999893e+000	6.895808e+000	1.120958e-003
7.129999999999892e+000	6.905776e+000	1.121122e-003
7.139999999999892e+000	6.915743e+000	1.121287e-003
7.149999999999892e+000	6.925710e+000	1.121451e-003
7.159999999999892e+000	6.935677e+000	1.121615e-003
7.169999999999892e+000	6.945644e+000	1.121780e-003
7.179999999999891e+000	6.955611e+000	1.121944e-003
7.189999999999891e+000	6.965579e+000	1.122108e-003
7.199999999999891e+000	6.975545e+000	1.122273e-003
7.209999999999891e+000	6.985513e+000	1.122437e-003
7.219999999999891e+000	6.995480e+000	1.122601e-003
7.229999999999890e+000	7.005447e+000	1.122766e-003
7.239999999999890e+000	7.015414e+000	1.122930e-003
7.249999999999890e+000	7.025381e+000	1.123094e-003
7.259999999999890e+000	7.035348e+000	1.123259e-003
7.269999999999889e+000	7.045315e+000	1.123423e-003
7.279999999999889e+000	7.055283e+000	1.123587e-003
7.289999999999889e+000	7.065249e+000	1.123752e-003
7.299999999999889e+000	7.075217e+000	1.123916e-003
7.309999999999889e+000	7.085184e+000	1.124080e-003
7.319999999999888e+000	7.095151e+000	1.124245e-003
7.329999999999888e+000	7.105118e+000	1.124409e-003
7.339999999999888e+000	7.115085e+000	1.124573e-003
7.349999999999888e+000	7.125052e+000	1.124738e-003
7.359999999999888e+000	7.135020e+000	1.124902e-003
7.369999999999887e+000	7.144987e+000	1.125066e-003
7.379999999999887e+000	7.154954e+000	1.125231e-003
7.389999999999887e+000	7.164921e+000	1.125395e-003
7.399999999999887e+000	7.174888e+000	1.125559e-003
7.409999999999887e+000	7.184855e+000	1.125724e-003
7.419999999999886e+000	7.194822e+000	1.125888e-003
7.429999999999886e+000	7.204790e+000	1.126052e-003
7.439999999999886e+000	7.214756e+000	1.126217e-003
7.449999999999886e+000	7.224724e+000	1.126381e-003
7.459999999999885e+000	7.234691e+000	1.126545e-003
7.469999999999885e+000	7.244658e+000	1.126710e-003
7.479999999999885e+000	7.254625e+000	1.126874e-003
7.489999999999885e+000	7.264592e+000	1.127038e-003
7.499999999999885e+000	7.274559e+000	1.127203e-003
7.509999999999884e+000	7.284527e+000	1.127367e-003
7.519999999999884e+000	7.294494e+000	1.127531e-003
7.529999999999884e+000	7.304461e+000	1.127696e-003
7.539999999999884e+000	7.314428e+000	1.127860e-003
7.549999999999884e+000	7.324395e+000	1.128024e-003
7.559999999999883e+000	7.334363e+000	1.128189e-003
7.569999999999883e+000	7.344329e+000	1.128353e-003
7.579999999999883e+000	7.354297e+000	1.128517e-003
7.589999999999883e+000	7.364264e+000	1.128682e-003
7.599999999999882e+000	7.374231e+000	1.128846e-003
7.609999999999882e+000	7.384198e+000	1.129010e-003
7.619999999999882e+000	7.394165e+000	1.129175e-003
7.629999999999882e+000	7.404132e+000	1.129339e-003
7.639999999999882e+000	7.414099e+000	1.129503e-003
7.649999999999881e+000	7.424067e+000	1.129668e-003
7.659999999999881e+000	7.434033e+000	1.129832e-003
7.669999999999881e+000	7.444001e+000	1.129996e-003
7.679999999999881e+000	7.453968e+000	1.130161e-003
7.689999999999881e+000	7.463935e+000	1.130325e-003
7.699999999999880e+000	7.473902e+000	1.130489e-003
7.709999999999880e+000	7.483869e+000	1.130654e-003
7.719999999999880e+000	7.493836e+000	1.130818e-003
7.729999999999880e+000	7.503804e+000	1.130982e-003
7.739999999999879e+000	7.513771e+000	1.131147e-003
7.749999999999879e+000	7.523738e+000	1.131311e-003
7.759999999999879e+000	7.533705e+000	1.131475e-003
7.769999999999879e+000	7.543672e+000	1.131640e-003
7.779999999999879e+000	7.553639e+000	1.131804e-003
7.789999999999878e+000	7.563606e+000	1.131968e-003
7.799999999999878e+000	7.573574e+000	1.132132e-003
7.809999999999878e+000	7.583540e+000	1.132297e-003
7.819999999999878e+000	7.593508e+000	1.132461e-003
7.829999999999878e+000	7.603475e+000	1.132626e-003
7.839999999999877e+000	7.613442e+000	1.132790e-003
7.849999999999877e+000	7.623409e+000	1.132954e-003
7.859999999999877e+000	7.633376e+000	1.133119e-003
7.869999999999877e+000	7.643343e+000	1.133283e-003
7.879999999999876e+000	7.653311e+000	1.133447e-003
7.889999999999876e+000	7.663278e+000	1.133612e-003
7.899999999999876e+000	7.673245e+000	1.133776e-003
7.909999999999876e+000	7.683212e+000	1.133940e-003
7.919999999999876e+000	7.693179e+000	1.134104e-003
7.929999999999875e+000	7.703146e+000	1.134269e-003
7.939999999999875e+000	7.713113e+000	1.134433e-003
7.949999999999875e+000	7.723081e+000	1.134597e-003
7.959999999999875e+000	7.733047e+000	1.134762e-003
7.969999999999875e+000	7.743015e+000	1.134926e-003
7.979999999999874e+000	7.752982e+000	1.135090e-003
7.989999999999874e+000	7.762949e+000	1.135255e-003
7.999999999999874e+000	7.772916e+000	1.135419e-003
8.009999999999874e+000	7.782883e+000	1.135583e-003
8.019999999999874e+000	7.792850e+000	1.135748e-003
8.029999999999873e+000	7.802817e+000	1.135912e-003
8.039999999999873e+000	7.812785e+000	1.136076e-003
8.049999999999873e+000	7.822752e+000	1.136241e-003
8.059999999999873e+000	7.832719e+000	1.136405e-003
8.069999999999872e+000	7.842686e+000	1.136569e-003
8.079999999999872e+000	7.852653e+000	1.136734e-003
8.089999999999872e+000	7.862620e+000	1.136898e-003
8.099999999999872e+000	7.872588e+000	1.137062e-003
8.109999999999872e+000	7.882555e+000	1.137227e-003
8.119999999999871e+000	7.892522e+000	1.137391e-003
8.129999999999871e+000	7.902489e+000	1.137555e-003
8.139999999999871e+000	7.912456e+000	1.137720e-003
8.149999999999871e+000	7.922423e+000	1.137884e-003
8.159999999999871e+000	7.932390e+000	1.138048e-003
8.169999999999870e+000	7.942358e+000	1.138213e-003
8.179999999999870e+000	7.952324e+000	1.138377e-003
8.189999999999870e+000	7.962292e+000	1.138541e-003
8.199999999999870e+000	7.972259e+000	1.138706e-003
8.209999999999869e+000	7.982226e+000	1.138870e-003
8.219999999999869e+000	7.992193e+000	1.139034e-003
8.229999999999869e+000	8.002160e+000	1.139199e-003
8.239999999999869e+000	8.012128e+000	1.139363e-003
8.249999999999869e+000	8.022095e+000	1.139527e-003
8.259999999999868e+000	8.032062e+000	1.139692e-003
8.269999999999868e+000	8.042028e+000	1.139856e-003
8.279999999999868e+000	8.051996e+000	1.140020e-003
8.289999999999868e+000	8.061963e+000	1.140185e-003
8.299999999999868e+000	8.071930e+000	1.140349e-003
8.309999999999867e+000	8.081898e+000	1.140513e-003
8.319999999999867e+000	8.091865e+000	1.140678e-003
8.329999999999867e+000	8.101831e+000	1.140842e-003
8.339999999999867e+000	8.111798e+000	1.141006e-003
8.349999999999866e+000	8.121766e+000	1.141171e-003
8.359999999999866e+000	8.131733e+000	1.141335e-003
8.369999999999866e+000	8.141700e+000	1.141499e-003
8.379999999999866e+000	8.151668e+000	1.141664e-003
8.389999999999866e+000	8.161634e+000	1.141828e-003
8.399999999999865e+000	8.171601e+000	1.141992e-003
8.409999999999865e+000	8.181569e+000	1.142157e-003
8.419999999999865e+000	8.191536e+000	1.142321e-003
8.429999999999865e+000	8.201503e+000	1.142485e-003
8.439999999999865e+000	8.211470e+000	1.142649e-003
8.449999999999864e+000	8.221437e+000	1.142814e-003
8.459999999999864e+000	8.231404e+000	1.142978e-003
8.469999999999864e+000	8.241371e+000	1.143142e-003
8.479999999999864e+000	8.251339e+000	1.143307e-003
8.489999999999863e+000	8.261306e+000	1.143471e-003
8.499999999999863e+000	8.271273e+000	1.143635e-003
8.509999999999863e+000	8.281240e+000	1.143800e-003
8.519999999999863e+000	8.291207e+000	1.143964e-003
8.529999999999863e+000	8.301174e+000	1.144128e-003
8.539999999999862e+000	8.311141e+000	1.144293e-003
8.549999999999862e+000	8.321109e+000	1.144457e-003
8.559999999999862e+000	8.331076e+000	1.144621e-003
8.569999999999862e+000	8.341043e+000	1.144786e-003
8.579999999999862e+000	8.351010e+000	1.144950e-003
8.589999999999861e+000	8.360977e+000	1.145114e-003
8.599999999999861e+000	8.370944e+000	1.145279e-003
8.609999999999861e+000	8.380912e+000	1.145443e-003
8.619999999999861e+000	8.390879e+000	1.145607e-003
8.629999999999860e+000	8.400846e+000	1.145772e-003
8.639999999999860e+000	8.410812e+000	1.145936e-003
8.649999999999860e+000	8.420780e+000	1.146100e-003
8.659999999999860e+000	8.430747e+000	1.146265e-003
8.669999999999860e+000	8.440714e+000	1.146429e-003
8.679999999999859e+000	8.450682e+000	1.146593e-003
8.689999999999859e+000	8.460649e+000	1.146758e-003
8.699999999999859e+000	8.470615e+000	1.146922e-003
8.709999999999859e+000	8.480583e+000	1.147086e-003
8.719999999999859e+000	8.490550e+000	1.147251e-003
8.729999999999858e+000	8.500517e+000	1.147415e-003
8.739999999999858e+000	8.510484e+000	1.147579e-003
8.749999999999858e+000	8.520452e+000	1.147744e-003
8.759999999999858e+000	8.530418e+000	1.147908e-003
8.769999999999858e+000	8.540385e+000	1.148072e-003
8.779999999999857e+000	8.550353e+000	1.148236e-003
8.789999999999857e+000	8.560320e+000	1.148401e-003
8.799999999999857e+000	8.570287e+000	1.148565e-003
8.809999999999857e+000	8.580255e+000	1.148729e-003
8.819999999999856e+000	8.590221e+000	1.148894e-003
8.829999999999856e+000	8.600188e+000	1.149058e-003
8.839999999999856e+000	8.610155e+000	1.149222e-003
8.849999999999856e+000	8.620123e+000	1.149387e-003
8.859999999999856e+000	8.630090e+000	1.149551e-003
8.869999999999855e+000	8.640057e+000	1.149715e-003
8.879999999999855e+000	8.650024e+000	1.149880e-003
8.889999999999855e+000	8.659991e+000	1.150044e-003
8.899999999999855e+000	8.669958e+000	1.150208e-003
8.909999999999855e+000	8.679926e+000	1.150373e-003
8.919999999999854e+000	8.689893e+000	1.150537e-003
8.929999999999854e+000	8.699860e+000	1.150701e-003
8.939999999999854e+000	8.709826e+000	1.150866e-003
8.949999999999854e+000	8.719794e+000	1.151030e-003
8.959999999999853e+000	8.729761e+000	1.151194e-003
8.969999999999853e+000	8.739728e+000	1.151359e-003
8.979999999999853e+000	8.749696e+000	1.151523e-003
8.989999999999853e+000	8.759663e+000	1.151687e-003
8.999999999999853e+000	8.769629e+000	1.151852e-003
9.009999999999852e+000	8.779597e+000	1.152016e-003
9.019999999999852e+000	8.789564e+000	1.152180e-003
9.029999999999852e+000	8.799531e+000	1.152345e-003
9.039999999999852e+000	8.809498e+000	1.152509e-003
9.049999999999852e+000	8.819466e+000	1.152673e-003
9.059999999999851e+000	8.829432e+000	1.152838e-003
9.069999999999851e+000	8.839399e+000	1.153002e-003
9.079999999999851e+000	8.849367e+000	1.153166e-003
9.089999999999851e+000	8.859334e+000	1.153330e-003
9.099999999999850e+000	8.869301e+000	1.153495e-003
9.109999999999850e+000	8.879269e+000	1.153659e-003
9.119999999999850e+000	8.889235e+000	1.153823e-003
9.129999999999850e+000	8.899202e+000	1.153988e-003
9.139999999999850e+000	8.909169e+000	1.154152e-003
9.149999999999849e+000	8.919137e+000	1.154316e-003
9.159999999999849e+000	8.929104e+000	1.154481e-003
9.169999999999849e+000	8.939071e+000	1.154645e-003
9.179999999999849e+000	8.949039e+000	1.154809e-003
9.189999999999849e+000	8.959005e+000	1.154974e-003
9.199999999999848e+000	8.968972e+000	1.155138e-003
9.209999999999848e+000	8.978940e+000	1.155302e-003
9.219999999999848e+000	8.988907e+000	1.155467e-003
9.229999999999848e+000	8.998874e+000	1.155631e-003
9.239999999999847e+000	9.008841e+000	1.155795e-003
9.249999999999847e+000	9.018808e+000	1.155960e-003
9.259999999999847e+000	9.028775e+000	1.156124e-003
9.269999999999847e+000	9.038742e+000	1.156288e-003
9.279999999999847e+000	9.048710e+000	1.156453e-003
9.289999999999846e+000	9.058677e+000	1.156617e-003
9.299999999999846e+000	9.068644e+000	1.156781e-003
9.309999999999846e+000	9.078610e+000	1.156945e-003
9.319999999999846e+000	9.088578e+000	1.157110e-003
9.329999999999846e+000	9.098545e+000	1.157274e-003
9.339999999999845e+000	9.108512e+000	1.157438e-003
9.349999999999845e+000	9.118480e+000	1.157603e-003
9.359999999999845e+000	9.128447e+000	1.157767e-003
9.369999999999845e+000	9.138413e+000	1.157931e-003
9.379999999999845e+000	9.148381e+000	1.158096e-003
9.389999999999844e+000	9.158348e+000	1.158260e-003
9.399999999999844e+000	9.168315e+000	1.158424e-003
9.409999999999844e+000	9.178282e+000	1.158589e-003
9.419999999999844e+000	9.188250e+000	1.158753e-003
9.429999999999843e+000	9.198216e+000	1.158917e-003
9.439999999999843e+000	9.208183e+000	1.159082e-003
9.449999999999843e+000	9.218151e+000	1.159246e-003
9.459999999999843e+000	9.228118e+000	1.159410e-003
9.469999999999843e+000	9.238085e+000	1.159575e-003
9.479999999999842e+000	9.248053e+000	1.159739e-003
9.489999999999842e+000	9.258019e+000	1.159903e-003
9.499999999999842e+000	9.267986e+000	1.160068e-003
9.509999999999842e+000	9.277953e+000	1.160232e-003
9.519999999999842e+000	9.287921e+000	1.160396e-003
9.529999999999841e+000	9.297888e+000	1.160561e-003
9.539999999999841e+000	9.307855e+000	1.160725e-003
9.549999999999841e+000	9.317822e+000	1.160889e-003
9.559999999999841e+000	9.327789e+000	1.161054e-003
9.569999999999840e+000	9.337756e+000	1.161218e-003
9.579999999999840e+000	9.347724e+000	1.161382e-003
9.589999999999840e+000	9.357691e+000	1.161546e-003
9.599999999999840e+000	9.367658e+000	1.161711e-003
9.609999999999840e+000	9.377625e+000	1.161875e-003
9.619999999999839e+000	9.387592e+000	1.162039e-003
9.629999999999839e+000	9.397559e+000	1.162204e-003
9.639999999999839e+000	9.407526e+000	1.162368e-003
9.649999999999839e+000	9.417494e+000	1.162532e-003
9.659999999999839e+000	9.427461e+000	1.162697e-003
9.669999999999838e+000	9.437428e+000	1.162861e-003
9.679999999999838e+000	9.447395e+000	1.163025e-003
9.689999999999838e+000	9.457362e+000	1.163190e-003
9.699999999999838e+000	9.467329e+000	1.163354e-003
9.709999999999837e+000	9.477296e+000	1.163518e-003
9.719999999999837e+000	9.487264e+000	1.163683e-003
9.729999999999837e+000	9.497231e+000	1.163847e-003
9.739999999999837e+000	9.507197e+000	1.164011e-003
9.749999999999837e+000	9.517165e+000	1.164176e-003
9.759999999999836e+000	9.527132e+000	1.164340e-003
9.769999999999836e+000	9.537099e+000	1.164504e-003
9.779999999999836e+000	9.547067e+000	1.164668e-003
9.789999999999836e+000	9.557034e+000	1.164833e-003
9.799999999999836e+000	9.567000e+000	1.164997e-003
9.809999999999835e+000	9.576968e+000	1.165161e-003
9.819999999999835e+000	9.586935e+000	1.165326e-003
9.829999999999835e+000	9.596902e+000	1.165490e-003
9.839999999999835e+000	9.606869e+000	1.165654e-003
9.849999999999834e+000	9.616837e+000	1.165819e-003
9.859999999999834e+000	9.626803e+000	1.165983e-003
9.869999999999834e+000	9.636770e+000	1.166147e-003
9.879999999999834e+000	9.646738e+000	1.166312e-003
9.889999999999834e+000	9.656705e+000	1.166476e-003
9.899999999999833e+000	9.666672e+000	1.166640e-003
9.909999999999833e+000	9.676640e+000	1.166805e-003
9.919999999999833e+000	9.686606e+000	1.166969e-003
9.929999999999833e+000	9.696573e+000	1.167133e-003
9.939999999999833e+000	9.706540e+000	1.167297e-003
9.949999999999832e+000	9.716508e+000	1.167462e-003
9.959999999999832e+000	9.726475e+000	1.167626e-003
9.969999999999832e+000	9.736442e+000	1.167790e-003
9.979999999999832e+000	9.746409e+000	1.167955e-003
9.989999999999832e+000	9.756376e+000	1.168119e-003
