#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AA2D13
#Date Time: 2024-01-11 13:03:28.291
#Start: 500 Hz
#Stop: 5e+06 Hz
#Steps: 500
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.51459 V
#Offset: -0.000249803 V
#Relative: no
#Channel: Channel 2
#Range: 5.61338 V
#Offset: -0.000167248 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
500,-1.019198025683652,20.02706692404197,-0.06279269844290614
509.3144951223438,-1.014417808659705,20.02757519255702,-0.06000031192123187
518.8025098834559,-1.035850528067938,20.03072444577374,-0.003055116382768119
528.4672767789942,-1.034466869621651,20.03178355560953,-0.0379510383714603
538.3120885227466,-1.042267161118995,20.03595758914859,-0.01001205844187325
548.3402991684343,-1.03179656731168,20.03507591917205,-0.1332495903453861
558.5553252524121,-1.016310455651919,20.03795687173285,-0.2070954726589207
568.9606469576576,-1.038053500227301,20.0192193745125,-0.03493717319008738
579.5598092994428,-1.051436812346312,20.04512808158651,-0.0705018449267385
590.3564233330951,-1.033777769822221,20.02445423012339,-0.03703119841335933
601.354167384256,-1.043728404961555,20.02689956238221,0.02232386134147646
612.5567883020595,-1.039519222451279,20.03035613141409,-0.1748820046131669
623.9681027356557,-1.029810427354523,20.03764556684165,-0.04829679977274282
635.5919984345145,-1.006591476870797,20.03549499796044,-0.07154808270939839
647.4324355729525,-1.042303588963443,20.04483174780958,-0.0850155125873755
659.4934480993352,-1.021956630013608,20.02219871328577,-0.04581800072783437
671.7791451104132,-1.026119684547517,20.02528250585824,-0.1475644191812613
684.2937122512596,-1.037112541443257,20.0321108144783,-0.2275579351018138
697.0414131412894,-1.009159824805462,20.02800050176528,-0.08788239675769205
710.0265908268416,-1.036600681180043,20.02697064074553,-0.08638238774605611
723.2536692608236,-0.9918263152003371,20.02205646816563,-0.2502046049865498
736.7271548099179,-1.040861985400329,20.02732551117624,-0.1628441506455118
750.4516377898683,-1.02915798323095,20.03166887324637,-0.0074275594046469
764.4317940293656,-1.059611125390884,20.03587620078674,-0.1499452127205672
778.6723864630676,-1.035470920552809,20.03287264736291,-0.1097410329090716
793.1782667542957,-1.015844501822048,20.02654502530364,-0.08228809969048712
807.9543769479596,-1.037518221105208,20.0342722111718,-0.101568555901423
823.0057511542749,-1.024205752744857,20.02500840311502,-0.1397193545531508
838.3375172638505,-1.00352071319661,20.01621195301279,-0.2248130592153359
853.9548986947134,-1.007211887385594,20.01899405742606,-0.1567493903558841
869.8632161719003,-1.038665974769766,20.02202517050265,-0.1480367021742381
886.0678895401792,-1.063829243957036,20.04267136713585,-0.2349021577029333
902.574439610554,-1.045394229738059,20.03064210833984,-0.132756610046826
919.3884900411634,-1.032307929621605,20.03967662926607,-0.1551264110426729
936.5157692532182,-1.004929924427437,20.02397241693039,-0.2960125067547494
953.9621123826325,-1.027863504374201,20.0470552810738,-0.07597510436305299
971.73346326801,-0.993771342358888,20.03350529741726,-0.1448656029439022
989.8358764756663,-1.001597668993143,20.0454800281007,-0.1105354959714475
1008.275519362373,-1.014819189096628,20.02204798861187,-0.09196374521474127
1027.058674176532,-1.026434604455287,20.03326229682665,-0.005195556866169682
1046.191740198489,-1.033994863235599,20.02676953290724,-0.05768573469838856
1065.681235920719,-1.022036616769258,20.03255324732551,-0.1021989916775254
1085.533801268632,-1.050403220199414,20.04869040382781,-0.02906678095180837
1105.756199862744,-1.048894706103651,20.03487941728732,-0.08460277606999966
1126.35532132299,-1.011793114424041,20.03209807207847,-0.2197879934650899
1147.338183615968,-1.027553994036436,20.02378395684261,-0.2348154080643354
1168.711935445907,-1.069294575697265,20.03202649610103,-0.2752641838560024
1190.483858690179,-1.031818391965431,20.02479308972839,-0.2892136331958728
1212.661370880176,-1.047209788733147,20.05548446158873,-0.3095110232081595
1235.252027728413,-1.052911410145586,20.02504316779564,-0.09728570791991942
1258.263525702696,-1.075299676078023,20.04662593062092,-0.2289191344840233
1281.703704648257,-1.046217600360812,20.03046138808823,-0.2167664472668278
1305.58055045873,-1.045949096369734,20.03294713158619,-0.186127414966478
1329.902197796879,-1.050364366550046,20.02838853476932,-0.3480831080765938
1354.676932866026,-0.9976106210332675,20.02330109219669,-0.2688161235453634
1379.91319623309,-1.057506815462211,20.04780661188988,-0.2947195639561926
1405.619585704232,-1.045747657566517,20.02291451281634,-0.2358023296944154
1431.804859254058,-1.070796700459632,20.04611000155981,-0.2430556599851457
1458.477938009398,-1.037348332911888,20.02058117983339,-0.2978294402271899
1485.647909288667,-1.058856092361255,20.03613387810011,-0.249199946321113
1513.324029697846,-1.064657766003986,20.04151445416577,-0.2247242575823805
1541.515728284139,-1.001790941159197,20.02297743413866,-0.3584917213998438
1570.232609748376,-0.9727884737152055,20.02457669667196,-0.3155453906104242
1599.484457717269,-1.073322118023632,20.05904920080293,-0.1142953569158038
1629.281238076613,-1.045158305917885,20.03300507704322,-0.3274470879071743
1659.633102366595,-0.9941642119789257,20.02763180947392,-0.2051025960024901
1690.550391240343,-1.012482579096907,20.01641696619614,-0.2704383689987111
1722.043637986912,-1.053443329128771,20.02320082320782,-0.3667785021493728
1754.123572119896,-1.011629873423136,20.02022041147393,-0.2545418583962373
1786.801123032894,-1.020831707860532,20.01361158500051,-0.308747780080779
1820.087423723071,-1.018209140464963,20.04292830346117,-0.3867470605668188
1853.993814584086,-1.038264779927421,20.03136777546094,-0.5342987345880061
1888.531847269684,-1.03488112070325,20.02050973453585,-0.3448272188481809
1923.713288629253,-0.988567176301996,19.9906362468194,-0.52154062046165
1959.550124716703,-1.030768106310986,20.0202421854936,-0.3748571309679392
1996.054564874027,-1.046166920874862,20.03749417514922,-0.3012965010898938
2033.239045890929,-1.016335587364156,20.02380128090019,-0.4289670669801851
2071.116236241949,-1.024651621683266,20.04113438368486,-0.3532631719411654
2109.699040402512,-1.009305074691585,20.0356076010357,-0.4321017039340944
